timestamp,optimizer,bench,instance,seed,eval_id,score,cfg_json,out_json
2026-04-19T19:22:46.248539,catsplus,lcbench,34539,0,0,77.7725601196289,"{""OpenML_task_id"": ""168335"", ""batch_size"": 21, ""epoch"": 17, ""learning_rate"": 0.04057469599095295, ""max_dropout"": 0.775857086029279, ""max_units"": 331, ""momentum"": 0.9395795415416797, ""num_layers"": 4, ""weight_decay"": 0.060556180302877766}",{}
2026-04-19T19:22:46.248539,catsplus,lcbench,34539,0,1,114.38438415527344,"{""OpenML_task_id"": ""189906"", ""batch_size"": 264, ""epoch"": 43, ""learning_rate"": 0.00015855634916517859, ""max_dropout"": 0.5428559710886339, ""max_units"": 199, ""momentum"": 0.6674047590559679, ""num_layers"": 5, ""weight_decay"": 0.004386461559251684}",{}
2026-04-19T19:22:46.248539,catsplus,lcbench,34539,0,2,82.3533935546875,"{""OpenML_task_id"": ""167168"", ""batch_size"": 20, ""epoch"": 46, ""learning_rate"": 0.00511546694641413, ""max_dropout"": 0.4134576402496214, ""max_units"": 357, ""momentum"": 0.804929297237813, ""num_layers"": 1, ""weight_decay"": 0.02607949160402118}",{}
2026-04-19T19:22:46.248539,catsplus,lcbench,34539,0,3,40.064674377441406,"{""OpenML_task_id"": ""167185"", ""batch_size"": 219, ""epoch"": 21, ""learning_rate"": 0.009159061274242541, ""max_dropout"": 0.46969111668242547, ""max_units"": 205, ""momentum"": 0.931306778845218, ""num_layers"": 1, ""weight_decay"": 0.09970770097428532}",{}
2026-04-19T19:22:46.248539,catsplus,lcbench,34539,0,4,54.060977935791016,"{""OpenML_task_id"": ""189866"", ""batch_size"": 494, ""epoch"": 42, ""learning_rate"": 0.02258293452760849, ""max_dropout"": 0.9215216441786931, ""max_units"": 113, ""momentum"": 0.8266524329594837, ""num_layers"": 2, ""weight_decay"": 0.0348986629840227}",{}
2026-04-19T19:22:46.248539,catsplus,lcbench,34539,0,5,102.3933334350586,"{""OpenML_task_id"": ""168330"", ""batch_size"": 22, ""epoch"": 46, ""learning_rate"": 0.0016064887008982076, ""max_dropout"": 0.6695290393391974, ""max_units"": 259, ""momentum"": 0.5111959299694752, ""num_layers"": 4, ""weight_decay"": 0.03415873682234184}",{}
2026-04-19T19:22:46.248539,catsplus,lcbench,34539,0,6,57.41049575805664,"{""OpenML_task_id"": ""167161"", ""batch_size"": 36, ""epoch"": 31, ""learning_rate"": 0.01899996912529829, ""max_dropout"": 0.6995666162161849, ""max_units"": 199, ""momentum"": 0.4509143711042941, ""num_layers"": 4, ""weight_decay"": 0.04543606607833442}",{}
2026-04-19T19:22:46.248539,catsplus,lcbench,34539,0,7,49.56659698486328,"{""OpenML_task_id"": ""167104"", ""batch_size"": 92, ""epoch"": 7, ""learning_rate"": 0.020603467152137987, ""max_dropout"": 0.5317688651701898, ""max_units"": 629, ""momentum"": 0.5717592609897396, ""num_layers"": 4, ""weight_decay"": 0.02303168360475027}",{}
2026-04-19T19:22:46.248539,catsplus,lcbench,34539,0,8,624.0521850585938,"{""OpenML_task_id"": ""126026"", ""batch_size"": 65, ""epoch"": 39, ""learning_rate"": 0.03129774686634764, ""max_dropout"": 0.7281224534910486, ""max_units"": 1003, ""momentum"": 0.6815568530857106, ""num_layers"": 4, ""weight_decay"": 0.07089217954322535}",{}
2026-04-19T19:22:46.248539,catsplus,lcbench,34539,0,9,43.027923583984375,"{""OpenML_task_id"": ""167149"", ""batch_size"": 91, ""epoch"": 36, ""learning_rate"": 0.009171328071628005, ""max_dropout"": 0.9047624717915865, ""max_units"": 129, ""momentum"": 0.7003104300210788, ""num_layers"": 2, ""weight_decay"": 0.08349323234951157}",{}
