timestamp,optimizer,bench,instance,seed,eval_id,score,cfg_json,out_json
2026-04-19T16:41:39.150006,catsplus,lcbench,168329,1,0,95.45304870605469,"{""OpenML_task_id"": ""167185"", ""batch_size"": 96, ""epoch"": 28, ""learning_rate"": 0.0013289987802972368, ""max_dropout"": 0.831214764339649, ""max_units"": 82, ""momentum"": 0.7876335006677901, ""num_layers"": 5, ""weight_decay"": 0.09475346677929906}",{}
2026-04-19T16:41:39.150211,catsplus,lcbench,168329,1,1,37.42354965209961,"{""OpenML_task_id"": ""167161"", ""batch_size"": 492, ""epoch"": 16, ""learning_rate"": 0.005266861537282816, ""max_dropout"": 0.8244403473768313, ""max_units"": 70, ""momentum"": 0.7960593659519584, ""num_layers"": 1, ""weight_decay"": 0.043316609769781654}",{}
2026-04-19T16:41:39.150380,catsplus,lcbench,168329,1,2,164.9827423095703,"{""OpenML_task_id"": ""168330"", ""batch_size"": 71, ""epoch"": 50, ""learning_rate"": 0.05570467791433745, ""max_dropout"": 0.9852458867200532, ""max_units"": 835, ""momentum"": 0.9234929824673664, ""num_layers"": 2, ""weight_decay"": 0.05656492423807315}",{}
2026-04-19T16:41:39.150539,catsplus,lcbench,168329,1,3,121.36370849609375,"{""OpenML_task_id"": ""126025"", ""batch_size"": 129, ""epoch"": 27, ""learning_rate"": 0.0027194234855670795, ""max_dropout"": 0.45266603054363685, ""max_units"": 207, ""momentum"": 0.20105715675263905, ""num_layers"": 4, ""weight_decay"": 0.04726647500144433}",{}
2026-04-19T16:41:39.150698,catsplus,lcbench,168329,1,4,258.5238342285156,"{""OpenML_task_id"": ""189354"", ""batch_size"": 74, ""epoch"": 36, ""learning_rate"": 0.052967153362140834, ""max_dropout"": 0.22100537622344307, ""max_units"": 172, ""momentum"": 0.6606152250884509, ""num_layers"": 5, ""weight_decay"": 0.0821498850388428}",{}
2026-04-19T16:41:39.150856,catsplus,lcbench,168329,1,5,80.03299713134766,"{""OpenML_task_id"": ""168868"", ""batch_size"": 326, ""epoch"": 13, ""learning_rate"": 0.024512551526933355, ""max_dropout"": 0.13314684984378133, ""max_units"": 895, ""momentum"": 0.2775299691020513, ""num_layers"": 2, ""weight_decay"": 0.029506289032657312}",{}
2026-04-19T16:41:39.151006,catsplus,lcbench,168329,1,6,173.0567169189453,"{""OpenML_task_id"": ""167200"", ""batch_size"": 121, ""epoch"": 34, ""learning_rate"": 0.002958117779273001, ""max_dropout"": 0.03753843598168716, ""max_units"": 300, ""momentum"": 0.594294667128481, ""num_layers"": 3, ""weight_decay"": 0.03461335853189394}",{}
2026-04-19T16:41:39.151150,catsplus,lcbench,168329,1,7,137.86029052734375,"{""OpenML_task_id"": ""167200"", ""batch_size"": 37, ""epoch"": 9, ""learning_rate"": 0.0005781544072595855, ""max_dropout"": 0.653574260876633, ""max_units"": 932, ""momentum"": 0.5019886247129871, ""num_layers"": 5, ""weight_decay"": 0.06937832712352353}",{}
2026-04-19T16:41:39.151308,catsplus,lcbench,168329,1,8,61.921607971191406,"{""OpenML_task_id"": ""189862"", ""batch_size"": 370, ""epoch"": 30, ""learning_rate"": 0.0012696047794689494, ""max_dropout"": 0.9222407899019518, ""max_units"": 68, ""momentum"": 0.18801761116859295, ""num_layers"": 1, ""weight_decay"": 0.08845538833913846}",{}
2026-04-19T16:41:39.151450,catsplus,lcbench,168329,1,9,13.144421577453613,"{""OpenML_task_id"": ""168910"", ""batch_size"": 148, ""epoch"": 4, ""learning_rate"": 0.04396118005890795, ""max_dropout"": 0.6162447332456832, ""max_units"": 95, ""momentum"": 0.6245927596266339, ""num_layers"": 1, ""weight_decay"": 0.025765834313429124}",{}
