timestamp,optimizer,bench,instance,seed,eval_id,score,cfg_json,out_json
2026-04-19T16:41:26.241741,catsplus,lcbench,168329,0,0,175.0089874267578,"{""OpenML_task_id"": ""189862"", ""batch_size"": 113, ""epoch"": 18, ""learning_rate"": 0.0084137539638717, ""max_dropout"": 0.8121350329875, ""max_units"": 603, ""momentum"": 0.4138081216703461, ""num_layers"": 5, ""weight_decay"": 0.0032069807783012953}",{}
2026-04-19T16:41:26.242072,catsplus,lcbench,168329,0,1,78.66083526611328,"{""OpenML_task_id"": ""167104"", ""batch_size"": 23, ""epoch"": 10, ""learning_rate"": 0.0006825684053336177, ""max_dropout"": 0.6525407045532652, ""max_units"": 341, ""momentum"": 0.23059769953001408, ""num_layers"": 4, ""weight_decay"": 0.08439455262936885}",{}
2026-04-19T16:41:26.242261,catsplus,lcbench,168329,0,2,427.5504150390625,"{""OpenML_task_id"": ""7593"", ""batch_size"": 54, ""epoch"": 23, ""learning_rate"": 0.014953909235954145, ""max_dropout"": 0.7269201458991836, ""max_units"": 472, ""momentum"": 0.9025831654047038, ""num_layers"": 5, ""weight_decay"": 0.09368433699508005}",{}
2026-04-19T16:41:26.242425,catsplus,lcbench,168329,0,3,87.86991882324219,"{""OpenML_task_id"": ""167149"", ""batch_size"": 43, ""epoch"": 17, ""learning_rate"": 0.011858985783119502, ""max_dropout"": 0.39383210754567577, ""max_units"": 217, ""momentum"": 0.5437229827816864, ""num_layers"": 4, ""weight_decay"": 0.031207318557761144}",{}
2026-04-19T16:41:26.242582,catsplus,lcbench,168329,0,4,390.9580993652344,"{""OpenML_task_id"": ""168329"", ""batch_size"": 20, ""epoch"": 19, ""learning_rate"": 0.004406762802223547, ""max_dropout"": 0.1477349696657143, ""max_units"": 557, ""momentum"": 0.8527150589464108, ""num_layers"": 4, ""weight_decay"": 0.06334066693968143}",{}
2026-04-19T16:41:26.242732,catsplus,lcbench,168329,0,5,177.46185302734375,"{""OpenML_task_id"": ""167185"", ""batch_size"": 227, ""epoch"": 49, ""learning_rate"": 0.0006700632301172601, ""max_dropout"": 0.0109136902178123, ""max_units"": 454, ""momentum"": 0.9466365168570549, ""num_layers"": 1, ""weight_decay"": 0.029322347847631238}",{}
2026-04-19T16:41:26.242881,catsplus,lcbench,168329,0,6,224.6116943359375,"{""OpenML_task_id"": ""126029"", ""batch_size"": 203, ""epoch"": 48, ""learning_rate"": 0.002757703266633891, ""max_dropout"": 0.9201807424880901, ""max_units"": 394, ""momentum"": 0.507704543746532, ""num_layers"": 4, ""weight_decay"": 0.09336942580763567}",{}
2026-04-19T16:41:26.243028,catsplus,lcbench,168329,0,7,84.78953552246094,"{""OpenML_task_id"": ""126029"", ""batch_size"": 70, ""epoch"": 36, ""learning_rate"": 0.002964653736225595, ""max_dropout"": 0.6198474441347177, ""max_units"": 101, ""momentum"": 0.816140622206718, ""num_layers"": 1, ""weight_decay"": 0.09973640657305499}",{}
2026-04-19T16:41:26.243174,catsplus,lcbench,168329,0,8,125.56106567382812,"{""OpenML_task_id"": ""189865"", ""batch_size"": 29, ""epoch"": 24, ""learning_rate"": 0.001586708295847261, ""max_dropout"": 0.8172321642297419, ""max_units"": 172, ""momentum"": 0.932554035614826, ""num_layers"": 4, ""weight_decay"": 0.06970483297083029}",{}
2026-04-19T16:41:26.243317,catsplus,lcbench,168329,0,9,46.3704719543457,"{""OpenML_task_id"": ""126026"", ""batch_size"": 182, ""epoch"": 14, ""learning_rate"": 0.01129638822704686, ""max_dropout"": 0.8022453487098514, ""max_units"": 178, ""momentum"": 0.5830935428066851, ""num_layers"": 3, ""weight_decay"": 0.055996314947132725}",{}
2026-04-19T16:41:26.243706,catsplus,lcbench,168329,0,10,562.4500732421875,"{""OpenML_task_id"": ""126029"", ""batch_size"": 61, ""epoch"": 23, ""learning_rate"": 0.054489603815207045, ""max_dropout"": 0.6177412472312613, ""max_units"": 957, ""momentum"": 0.9867225827506191, ""num_layers"": 3, ""weight_decay"": 0.07795612038087726}",{}
2026-04-19T16:41:26.243931,catsplus,lcbench,168329,0,11,50.930389404296875,"{""OpenML_task_id"": ""126029"", ""batch_size"": 120, ""epoch"": 13, ""learning_rate"": 0.012827913718289757, ""max_dropout"": 0.45054532941351666, ""max_units"": 143, ""momentum"": 0.35515268507642406, ""num_layers"": 4, ""weight_decay"": 0.06767144225153601}",{}
